text,label
when do this this event willbegone kayaknya deh ,1
mampir pulau alor lelee ,1
keren le ,2
sehat le murah rezeki sukses ,2
bu eisma mase ku pegang buu ,2
beruntung banget kenal ko lele diberkati koo ,2
drama politik diseriusin bawa2 nasib hidup mati calonnya layatan tahlilan ,0
maaf wan menata bu risma orangnya hebat menata ,2
lee idaman banget pacaran yukk wkwkk ,1
gurberbur ragunan warganya covid sembunyi e larinya lihat kuburan peti mati ragunan wkwkwk ,0
tunggu konten kakak lele ,1
data real data fiktif diverifikasi ,0
kebayang dinginnya malam semoga bantuan membantu gbu ,2
hukum netizen indonesia sadis penjara cyiin ,0
anis gubernur muka sumbangan dutabesar smpe ktaun dsr mental ,0
bantuan ember gayung ,0
salam kenal subscriber kupang ntt ,2
megang mata le ingetin covid ,2
takutt dana bansos kemanain baspanik jalan jalan urus warga dki ,0
kabupaten subang hilir ,1
drakula penghisap darah rakyat makan rakyat korupsi ,2
hukum mati maling uang rakyat kesusahankesulitan akibat pandemi covid ,0
hukum mati koruptor ,0
terharu kakakkakak disana memiliki semangat belajar tempatnya memiliki fasilitas memadaisemangat belajar kakakkakak sukses ko ,2
anis anis salah perasaan kebijakan nykasian warga jakarta memilih pemimpin ayat2 mayat ,0
semangat koo ,2
mantap bang anak asrama katolik ,1
macan nya kena covid dibesuk ,0
ajak jerome polin ko leo kebantu ,1
menit loh hai lelee ,1
tugas conten creator membantu masyarakat menyebarkan mengedukasi positif ,2
semoga dana kekumpul renovasinya terbutuhi sepenuhnya ,2
terima kasih lele bantu anak nttsalam hangat anak2 nttsehat sehat iya ,2
lele ganteng tertawa luv ,2
anis anis mental pgmis ,0
bansos merata bansos keubanyakan orng bansos orng miskin cuma penderitaan bu ,0
kemarin bang lee gunung prau gagal ,1
ngk denger kata2 ,1
warga kelurahan kebon batur kecmranggen demak pemerintahan sby bantuan apapun pemerintah tetangga janda anak orang usia bantuan apapunsilahkan cek bu risma ,0
sumpah weh belajar orang berjuang hidup tinggal rebahan malesan ngeluh melulu jadikan hitunglah kali lele bilang oke ,2
le le tanggal insyaallah donasi menyisihkan uang jajan ,1
bu risma walikota amanahjadi menteri amanahjadi gubenur dkipun insyaalloh amanah ,2
mengerti peyan budanax diembat golongan peyan mantan mentri batubara ,0
hebat bu risama membenahi datadata bansos sasaran ,2
le us ,1
damianus enuenu panggilan gadis manggaraikau kakak me leoo percayalahkamu anggap anak disitu ,2
pikir pikir terima banding langkah hukum maling uang bansos ,0
hukum mati koruptor ,0
siapa2 bangga banget orang tua leo bangga salah contoh anak muda membawa perubahan positif god bless leo ,2
orang ntt senang kawan2 peduli terimakasih kakak god bless you ,1
mnatp bang pecel ,1
tongkosong nyaring bunyinyajng menyalahkan atur uang negara milik rakyat habis habisan jaee ,0
bagus cita cita nyamemang koruptor iya jadikan profesi terhormatjangan hina kaya ,0
persen pantesan air hujan persen masuk tanah ,0
iya kejadiannya main2 dibawah kalingrtrwcamat memasukkan sodara2nya kakak bantuan dimanfaatkan orang iri dengki menyerang pusat ju ,1
data untk bantuan warga dki amburadul data ganda orang meninggal ,0
kemakmuran keadilan bangsa kaum negara ditentukan birokrasi pemerintahannya zaman kuda gigit besidelman kudanya besimotor akte bayar kakak bayar pabrik bayar pns bayar polisi bayar jabatan bayar real fakta teman tetangga saudara masyarakat contoh perihal ktp berbulan bertahun pakai uang langsung berhadapan rakyatnya oknumnya rakyatnya membayar ditetapkan hukum uud peraturan berlaku anggaran apbn apbd diketahuin rakyatnya disegala lini aspek bidang lembaga negara dpr dprd partai ormas kementrian tni polri kejaksaan pengadilan bumn bumd birokrasi gubenur bupati camat lurah preman makelar jaro oknumnya berkuasa korupsi ,1
terima kasih saudara ,2
ih menangis makasi ko ,2
mantap ,2
langsung komen diig twiter menteri komen diyoutube ,1
keren rendah hati sehatt le virtual hug ,2
mantapp ko leoo bangaa kalii ,2
sehat sehat orang ,2
panutanque deh ,1
berkati berkat ,2
,1
semoga jodohku kauu lee ,2
gantetng hati tdak sombong humble pinter masak receh cinta kebersihan sayang orang tua sayang keluarga mleyot lagii ,2
lele manggarai ,1
cmn foto kopi ktp kakak habis ,1
,1
terima kasih orang pemerintah nya hilang kgk kemana tutup mata ,2
umur halhal ,1
perrtemukan meja rima slu pansos sm anies ,0
nonton vlognya kak leo bersyukur kakak vlog kaget kakak batu cermin seandainya bertemu kak leo terima kasih vlog menginspirasi orang semoga kakak sekeluarga diberkati tuhan salam hangat warga labuan bajo ,2
jutaan dftr ganda berhsil dtemukn diperbaiki b risma artiny b risma tlh berhsil mnyelamatkan triliunan uang rakyat bravo b ,2
terima kasih lele daerah semoga video menginsipirasi orang orang tergerak pintu hatinya membantu gbu always leo keluarga orang2 berkontribusi ,2
senang terharu ,1
god bless and your fam saudara semoga berkat orang le ,2
pas vid makan sawah inget smgat kakak lee sehat2 yaa ,2
gunung semeru kakak ,1
ko leo kayaknya nahan sedih ngeliatin dinding bangunannya ,1
dt salah terustuada tengga bonsos uang ribu nol orang wajib nerima bantuan apatlg perhatikan ,1
leo youtuber nomor indo atta gledek ,2
laut brootapi ujungnya laut ,1
mkasi bang berkunjung daerah semoga abang diberkati ,2
suruh kpk buktiin korupsinya kpk santai napsu banget bong maling bansos deh orangorang partai penguasa ,0
anies baswedan jenius terang iya takjub kemampuan menemukan halhal orang lihat jaya suprana tokoh tionghoa pendiri muri museum rekor indonesia ,2
orang gubernur dki hasil jaman ali sadikin jaman sutiyoso hasil anies ngak mengkalim hasil jaman hasil pembangunan ,0
bu mentri data kemensos undangan desa mengambil bst kantor desa g mohon informasi berwenang ,1
terkenal pencitraan lambat kerja ,0
tgupp nya kq dki bu bgini kwkkwkwkwkw ,1
berhari menunggu ,2
yoi dendanya dibayarin hukumannya diremisi dikota2 ,0
ngemil ,1
terimakasih koko menginspirasi anak muda pertma kali ngikutin ytb koko kontennya bermanfaat semoga main ntt ,2
buzzer pks komen dimari ,0
lele makan dimana porsinya ,2
pemerintah janji korupsi bansos pandemi vonis matimaaf emosi denger nya ,1
dana bansos kelurahan belendung kecamatan benda tolong diselidiki bu kota tangerang rt003 rw anak yatim piatu tiada menerima bansos menteri terimakasih ,1
coba hitung deh kali kak leo bicara iya ,1
salut banget apa2 ,2
what an inspiring young mangood job le keep on spirit and stay healthy ,2
atta halilintar konten nya komen konten nya bermanfaat komen v ,1
namanya gubernur ruwet ,0
ngopi menunggu bansos kunjung ,0
gubernur dki jakarta terburuk kerjaanya hahahaha ,0
zenius woi ,1
perbaikannya hayo buk wakaka ,1
,1
aa lele kebapak2an millenial ,1
trimakasih broo semangat broo tuhan yesus memberkatii slalluu usahamu ,2
bu risma turba bogor kabcibinong masyarakatnya bansosbupati tutup mata masyarakatnya ,1
hukum mati dongktnya hukumn mati korupsi dikala pandemi ,0
bu risma suka kinerja ,2
agustus bansos bantuan lainya pemerintah ri ,0
pemerintah kota pemerintah daerah pusat dana gede mlempem ,0
banyak2 bersyukur banget sih fasilitas banget males2an belajar terima kasih le ,2
bangga ko leo bangga netijen semoga berkah ,2
maling bansosnya partai petugas partai sopan ,0
sasaran menterinya memperbaiki ,1
,1
semangat lele and bahagia ,2
gerceep ,1
suka suka anis sebentar masuk selsama kpk ,0
bnyak data ganda usut semangat bu risma ,2
wkwkwkwm iya ,1
menangis lihat saudara2 indonesia timur sekolah layak susah uud pemerintah menyediakan fasilitas layak rakyat indonesia sa samua orang sukses jakarta jang rasisme kitorang samua basudara katong samua pintar2 fasilitas memadai sa berani taruhan orang timur kalahkan orang ibukota kecerdasan jang anggap remeh anak2 timur terima kasih su kasi asrama dorang adek2 sekolah rumah harga murah bantu sebisa donasi melengkapi fasilitas asrama bapa salam hormat bapa terima kasih leo kasi inspirasi bangsa ,2
detail menemukan kelemahan2 sistem bansos memperbaiki nya jalan bansos sasaran ,2
lele upload respect video ,2
dengar warga dki lambat bermain main penanganan bansos ,1
bangga banget ko stay safe ,2
motivasi belajar ko orang berjuang enak males malesan ajav ,2
pendataan warga daerah yaa tanggung pemerintah daerah mas salah si ,0
semangat leo semoga donasiamin ,2
terbaikk lele ,2
remisi berlipat orang partai ,0
motivasi banget bersyukur disana fasililitas semangat ngejar cita cita salut banget pelajar disana kak leo jugaa ,2
god bless you le ,2
gilakk cewek2nya cantik2 auranya bagus2 ,1
ii ,1
kemarin heboh data vaksin ktp ganda heboh data penerima bantuan pengurusan data nya dki amburadul smpe ganda bagitu diusut beres sikat bu risma ,2
difasilitasi pemerintah segi listrik internet tinggal semangay belajar ,2
umur orangorang ,2
biasalah mr klaim ,0
yaampun konten bagus berbagi positif banget lihat banget viewers nya ,2
tinggal tunggu pemotongan tahanan ,0
semangat kak lee and ,2
gercep banget le ,1
gubernur nya keeper ,0
salut lele termotivasi nonton videonya lele banget bantu orng semangat le ,2
it ditundabukan bayar uang panjer hilang uang nya ,0
intagram tag ig mentri pendidikan ,2
drimana pemerintah pusat suka ngeprank ,0
icw data ganda terindikasi korupsi daera dki penduduknya digandakan orang rupiah diselewengkan hayo icw selidiki barang ,0
lele namaku laela dipanggil lele orang iya lee ,1
terserah padamu ,1
,1
hukum mati ,0
terpanggil damianus panggil enu enu ,1
anis sok2an suratin bu risma permalukan aneh nisnis ,0
iya lee bicara pookk pookk pookk auto ayam nya kabur ,1
lele kerenn ,2
bismillah smoga risma sehat kuwat sukses aamiin ,2
kerja gubenurnya ,0
gokill ,1
aduuhhrakyat susah pejabat negeri menyinggung sindir parahbasi ,0
cermati pahami nya biar miring hahahahahahaa ,0
sih audionya kacau parah ,0
hukum mati eeh denda gope hahaa hakimnya mimpigw tabok kim biar melek ,0
salut deh mas lele teman peduli pendidikan anak indonesia terkhususnya daerah ntt tuhan yesus memberkati rencana kehidupan mas lele diberkati ,2
mantap ,1
,2
bikin sekat kamar mandi terbuka lee ,2
ngerasa bang leo pas bicara logatnya bedav kayak lucu gtu suaranya ,1
nulis c ,1
flores pakai kompor minyakbahkan pakai tungku ,1
pencitraan ,0
lele idaman banget mengeluh stay safe yaa lee ,2
grasi jahatnya pol ,0
salam floreslembata ko lele ,1
suara lele persis banget kaya papah nya ,1
,1
sukses kakak leo ,2
rampok uang rakya membunuh rakyat cuma th enak banget potongan tahanan hukum ,1
penjara penjara mewah isinya berandal rame2biar ngerasain penderitaan ,1
lee keren lee anak anak ,2
terharu pas mama ,1
risma campur dki carmuk jaman ,0
menginspirasi ,1
anis seakan pintar lainnyatanya aturan meresahkan masyarakat makan belanja vaksin lucunya makan kasih menit konyol ngk ahok nalar kebijakan nya ,0
setuju ,2
god bless lele sukses ,2
ngak persis persis ngak muter muter dibuka ,0
mangats lele ,2
bu mentri melas sing ora olih bansos getenan semu terdapak ,2
bisanya bangas ngobrol mix ,1
wehh mantap nihh ,1
gubernur takutkedoknya ,0
it ngaco ngecat ratusan m baca berita judul formula e diadakan pandemi ,0
muka anis berganda ,0
menginspirasi leterus berkarya ,2
ayooperangkat pemerintah daerah benahi ,2
b risma niat krja nya krna allah swt jujur m mntingkan msyrakat pjbat ambisius ri ngaca ngaca pjbat pncitraan pilih ,2
terimakasih brother sdah berkunjung flores island ,2
bak menepuk air kena muka kaya orang suka lempar tanggungjawabyou know jakarta auto pilot ,1
sisi labuan bajo dijadikan wisata premium terimakasih saudara suda mengunjungi ntt semoga negri indonesia tercinta sejahtera ,2
mancing mania nh ,0
kesana ajak keluarga ko leo biar seruu ,1
hukum mati penjara seumur hiduppercuma penjara sogokan tv perabotan penjara v ,0
ende rumah pengasingan karno ,1
perna ngerasain bersyukur ,2
nyimaakk bang ,1
sykurlah rampung ,1
pecel lele ,0
seneng banget lihat ko le semoga berkat orang iya ko jesus bless alwayss love from ,2
jakarta kota maju kota indonesia bisa2 nya perbaikan data nya anis ,0
dm instagram nya kak ,1
semoga anies lindungan allah taala aamiin ,2
anis salah sndri pngen salah orang laindah muka tebelangel wis angel ,0
puji tuhan semangat bang leo sukses diberkati tuhan yesus ,2
sehatyaa ,2
fasilitas belajar desa perlahan2 lele benahi pasangan dicariehem batuk ,2
mudah mudahan sukses bang leo aminn ,2
angkat topi leoteruslah berbuat selagi nafas kandung badansemoga mjd inspirasi generasi muda anak negeri ,2
daerah budki mapanbisa salur bansos ,1
rakyat butuh pemimpin risma tanggap coba negara indonesia perangkat desa pejabat negara pimpin bu risma jujur rakyat indonesia makmur contoh anggota dprmpr risma risma kesehatan keselamatan dunia akherat nnt nya amin ,2
ii ,1
rakya sinergi nyindir ,0
,0
saudara cobalah plosok flores ,1
wkwkwkwkkwkwkwkwkwkwkwkk anies urat malunya dmana ,1
kerja amburadul diem rumah ngapa2 in anies ,0
,1
pinter anis rismabumi langit menteri g mutugayane yak2 oanis g baekny dimata pdi ,0
leo ,1
proud of you lele ,2
cumn sindr gbr anis orang g mlu maklum ayt myt sunatuloh x rakyat selma gbr anis mliht mukanya empt gbr tukng bohng pengrusk aturan tata kota dki bikn smawrut jalan bongkar pasang mbuang uang negara g bikn tambh rusk bikin sempit pohon dtebng gbr licik pintar berkilah teruskn dki anggaran apbd dki bukn sdkit uang rakyat korupsi lem aibon nglim mulut nya x syng sx kpk respon nangkap gbr pekok iya bukti sudh aset korupsi segra sita salh termsuk klrg nya tetipin uang korupsi nya ungkpkn orang licik g simpan atasnma anis sendri sudh klrg nya segra gledah disita ,0
bu risma cocok ketua kpk dukung ,2
pulang kampung thank you video documenternya ,1
i found myself smiling throughout the video feel so great knowing that they get proper educational necessities ,2
bikin tim le gabung tertawa public health bantu pemberdayaan suku baduy banten kali bertim bantuan pemberdayaan masyarakatnya luas indonesia ,2
alhamdulillah hidup layak mewakili orang orang senasib andaikan suruh orang orang mengajukan alhamdulillah jiwa pengemis warung gratis silahkan lihat channel youtube jumat masak nasi box ,2
proud of lelee terimakasih perantara menyalurkan donasinyasemoga rezekinya lancar yaa leedan semoga bahagia mendampingi ,2
sikap hati2an ucapan le semoga mencontoh yaa huhuu ,2
bagus banget kontennya ,1
hukum mati ,0
bangga banget nge fans sm lee ,2
keren banget le langsung terjun interaksi masyarakatnya langsung ,2
anis nyusun anggaran g becus mendata warganya g nis ,0
bangga banget terimakasih ko ,2
babak belur ,0
dimata partai anies salah partai kencur kemarin ikut2n anies bahan sensai pahalanya anies ,0
yaa kualitas orang cerdas omong doang bedanya ,0
leo hebat netijen luarbiasaa terharuu makasii lele ,2
semangat busalam indonesia ,2
kelas ,0
cek bansos daerah jawa madiun adil kasihan orang2 ,1
rakyat maunya korupsi dihukum mati ,0
mampir pulau alor lelee ,1
maaf data fmotm iya bu ,0
hukum mati ,0
dki rumah mobil bansos ,0
mantap kak leo suport ,2
surabaya indonesia ,2
iya duta kelebihan nasional heran data berganda ,0
tertampar terjungkal terguling terperosok tersleding terbalik ,1
hukum mati ,0
mampir pulau alor lelee ,1
mantab kabarnya ,1
anies mementingkan kondisi kondusif didalamnya tikus kukang grasa grusu aman ,0
keren banget lele amerika langsung down to earth berbakti negaranya apreciated le maaf nonton ,2
bu risma jempol bagus job ,2
perintah anies perintah luhut anies nangani akn sperti bnyak orang terpapar kemiskinan ,1
lelee terimakasii banyakk yaa really proud of may god always bless you ,2
anis wkkwk uang bayar lebihkalau ketahuan iya masuk kocekkalau ketahuan mah bilang salah ,0
maulana owh ngogey ,1
ditunggu tunggu ,2
iya orang indo grammar nya pas ,1
semangat le lanjutkan ,2
yee upload ,2
hidup dkimaju kotanye makmur warganyesihh ,2
le nge camp hutan leev ,2
gila banget letak kamera ,1
tolonglah dlenteng agung jalan taher rt bansos uang tunai adaga merata ,1
sukses kedepanya ,2
merinding ,1
lele keren banget salut keren ,2
yeay part trip flores ,1
kompas berimbang nya profesional ,0
semangat bu risma percaya bu risma kerja nyata ,2
,1
edwin teman2 bantuin pembangunan sekolah pelosok desa kalsel tepatnya desa telaga langsat kabupaten hulu sungai selatan provinsi kalsel proses bikin kelas2 adek2 dasa sna ,2
niatnya menamparee bogem ,0
yaa ntr ,1
aa bangga banget leo sukses iya ,2
lucu banget iya ,2
yah full lihat video inibuat lee ,1
inspiratif lele semoga kedepannya memajukan dunia pendidikan indonesia aamiin ,2
respect kak leo ,1
huaa terharu menangis nontonnyaa ,1
arek suroboyo wes ngerasake kepemimpinan bu rismasehat ,0
seneng banget anak muda menginspirasi sehat yaa leo ,2
informasi jam lupa ,1
sehatyaa ,2
gercep ,1
menunggu ribu triliun cair mudahan prank triliun semoga penjara ngeprank ,0
inget bahagia teman ladang orang ku injak bermain tempatnya lupa dikejar pemilik nya ,1
,1
kayak anak sd guru gubernur tempe ,0
hukum mati ,0
bu risma jakarta amburadul tu data ny sasaranrmh kosong bansos berasorg kasih gila tu rt rw ,1
mantap lee anak muda menginspirasi iya lee ,2
orang negara hukum mati ,1
keren ,2
ngeyel pngen gubernur jakartadata papua dibahas bu ,1
t uang kantong swis semoga cairkan ,1
pawang ayam terpanggil ,1
sehat ,2
dkimumettangell wess ,0
rt m lurah rawa bunga kecamatan katimegara jaktimur twm busan youtbe mensos dki jaktim mohon terima kasih berkometen maaf tangan setruk mohon bantuan pengetian nya pafa gubernur dki jarta sulit berjalan maaf sopan kerna rt kelurahan rawabunga leamatan jatinegara dki jakarta mphon nantuan tembusan nya disampa ikan saki ,0
bersyukur banget mandi kamar mandi ,2
hear leos voice shaking its trully from his deepest ayo tmen rezeki donasi cek ig story ,2
ndk kerja jakarta tenggelam wakilnya bela kayaknya wakilnya cocok gubernurnya ,0
jerome polin menteri pendidikan leonardo edwin menteri sosial ,2
bahas dana bansos negara bansos dki dki bansos data double maksudnya orang bansos dki pemerintah namanya kali ,1
mantap bu risma melawan berkilah tertawa ,2
terima kasih ko perantara berkat semoga donasi mencapai target berguna amin ,2
so proud you le semoga kesana ,2
terlambat menit ,1
menteri pejabat negara korupsi pandemi dihukum minimal maksimal hukuman mati ,0
kohh speechless lihat ,1
lee youre such a kindhearted person you really are inspiring me terima kasih for doing this le im so proud of you edit salah idolaiin le ,2
pemerintah provinsi dki kerja gau sistem kerja by asumsi tgupp nya buanyak kerja asumsi2kan ,0
logatnya lele langsung berubah iya tertawa ,1
the best moment sabar yaa ,1
wahh ,1
semoga cepat kaya deh biar sedekah aminn sedekah sedekah orang kaya beda si maaf salah but pgn suksess huaa ,1
engk sindir menyindir sok bekuasa hebatganda admin engk beres buk ,0
pemerintah daerah dki gubernur nya enaknya kerja nyiyir plus kelebihan anggaran iya ,0
melibatkan polres bareskrim coba cek tangerang ketahuan inspeksi mendadak bareng polres disebar daerah menyelewengkan hak orang ,2
jesus bless you ,2
hukum mati ,0
salut kak leo terima kasih bersyukur bangga banget pokoknya ,2
galfok ,1
jerome polin menteri pendidikan leonardo edwin menteri sosial ,2
orang kaya korupsitamak ,0
menangis ,1
wadapp ,1
suka bangett suasananya ,1
bu risma ,1
kecuali media tv one iya ,0
trimakasih leobantuan asrama keberlangsungan pendidikan siswai manggaraiflores semoga leo senantiasa dilimpahi berkat sarana tuhan membantu orang asli manggaraiflores bersyukur dipakainya leo membantu kamisukses karyakarya leo ,2
icw ngurusin urusannya ,0
i miss grandma when do you think this pandemic will be gone orang indo ,1
god bless you ko leosukses ko leo ,2
iya ,1
salam anak ntt terimakasih bang leonardo generasi muda dilirik dunia ,2
leo mantabss ,2
maju apanya toilet bayar ,0
akibat salah pilihan warga jakarta memilihnya banjir kanal diselesaikan program2 mengatasi banjirnya warga jakarta mengalami kerugian banjir benar2 serius diatasi sheet pile pelebaran sungai ciliwung gubernurnya tersandera janji2nya sayang jakarta membuang diisi kinerja rakyat mendukung nya nyapres buta mata hatinya rakyat2 mendukung orang cakap orang terpilih masyarakat kena akibat kesalahan salah pilih ,0
coba tanyain mas kakak nya disitu ,1
kesalahan anis mantap anis ,0
pt pospancen oyelewat kantorpos budari pt pos menyalurkan blt ,0
tim gercepp tertawa ,2
dki kerja gubernur nya terima beres diatas meja namanya gubernur tergoblok versi goegle ,0
emojinya respon komentar lope ko leo ,1
anies lengser kpk menerjang ,0
thank you le jesus bless ,2
kontennya menginspirasi terimakasih kepeduliannya masyarakat timur daerah timur fasilitas belajarnya memadai benahi maumere flores ntt orang flores terharu lakukan ,2
nek ,0
bang tinggal ntt ,1
aamiin semangat iya ,2
hadeuhh anis harepin risma ketahuan data ganda gila serem banget nerima rumah ampe bantuan ,0
diflores ,1
stay safe lee ,2
kaloo gakk dihukumm kerass gakk abiss korupsi negri ,1
semangat adik sukses ,2
assalamualaikum ah ajagubetnur kite kalu duitnye maleslah bu nyusun2 dataapalg suruh kerja sosialente mesti mengerti bu ,0
banget yaampun dikasih fasilitas mumpuni bagus akunya ayo semangat pribadi ,2
bosan tod anies banget berulah lihat formula e hasil habisin ratusan m kritik ,0
ayo ayo ,2
,0
semoga penjaranya kaya hotel ,2
ko leoo makasi banyakk proud of you sehat yaa semoga koko dilancarin ,2
wahh kakak flores flores kakak ,2
mantap leonardanak muda sosialisyoutuber peduli ,2
bagus job le bangga banget lakukan belajar channel sehat sukses iya le ,2
umur orang ,2
kartu bst g bu ,1
bank bumn ,1
dihukum tembak mati dirampas hartamya indonesia lebik perkasa ,0
snng bngtt liatnyaa ,2
jagonya retorika ajabu ,0
uplod ,1
ok ,0
abas kmn sok selpi kuburan ,1
,2
maaf iya kak leo berdonasi rekening tabunganbank sd membatu doa terbaik damianus asramanya donasi fasilitas nya asrama nya nyaman aamiin salam jakarta ,2
klihatan cerdas bodoh lulusan sosiologi lulusan teknik pakar manipulasi tahunya mnegklaim hasil kerja orglain hbskan anggaran proyek2 sampah penghamburan uang negara smntra tahuny berpikir kerja evaluasi mnyalurkan hak rakyat kmbali rakyat bknny merendah sosiologi tolong mengelabui orang gelar phd seolah2 membrikan image si bodoh orang cerdas gelar phd bidang engineering bidang sosiologi tingkat kesulitanny jadikan pencitraan phd membohongi orang mari berpikir ,0
semangat brother semoga bermanfaat berkah semoga sht walafiat bagas saras yuswo lancar rizkinya sukses salam santun rahayu rahayu rahayu sagung dumadi mardika salam bhinekaan bhineka tunggal ika ,2
percaya penjahat kelamin anies risma ,1
kunto aji bestari manfaat tuk berkat iya le jesus ,1
kumurkumur dengar ,1
bagus pemandangan nya pemandangan kuimpikan ,1
mampir pulau alor lelee ,1
semangat ,2
semangat le ,1
anies ngirimnya surat resmi pakai sindiran tata negara tertib mestinya sih menteri komunikasi surat komunikasi ,1
ganss banget ,1
terima kasih orang ,2
setia ,1
god bless you orang ,2
nugi ayo sebutin ,0
menyalahkan mbok iya cari solusi ,1
orang ntt senang banget lele ntt ,2
terimah kasi brosudah memperhatikan anak2 ntt ,2
mohon bantuannya temanteman kalsel pertolongan bencana banjir prayforkalsel ,2
marilah dukung aksi amal disponsori lele mengentaskan kemiskinan propinsi ntt ,2
mantap ko leo ,1
ko leo semangat yaa upload video video ,2
data ganda permainan tingkat menengah dananya dikorupsi diusut bu risma ,2
sukses lee ,2
bagus job lele bangga deh ,2
sukses ko lee semoga kebaikan ko lee teman teman lakukan balas tuhan ,2
waduuhdaruraatt bangetyg mrk wifi belajartoilet biar mandi diliatinmeja belajarnya kuraang bangetmasa rame2 mejanya keciill ,2
mampir pulau alor lelee ,1
juliari batubara harun ,0
p ceritanya kayak wa wokwowkwowl ,1
kangen makan warga ,2
bawa tersangkut korupsi bansos kepenjara biar jera ,0
staysafe ko leo ,2
gercep yayy sukses ko ditunggu video blitur ,2
semangat wkkwk ,1
gubernur ter ,1
oh my god thank you leo ,2
dinas sosialnya mblegedes urusan uang nglentem alias anteng iya iya ,1
saae bagong ekhm ,0
masuk terdata data ,1
malu banget anak istrinya ,1
bagus job kak le mencari barang bermanfaat orang gampang susah orang bermanfaat orang teruss lee ,2
hukum mati ,0
you really did well leo ,2
kakak coba pergi maumere kakak kampung ,1
kak w belu ,1
respect ,2
kmu le ,2
salut kak leo terima kasih gbu iklannya diskip iya manteman ,2
semangat le semoga bermanfaat uang donasi nya semoga ,2
update donasi ditutup tanggal januari dana terkumpul rp67150054 terima kasih membantu bentuk doa donasi semoga sehatsehat yaa update proyek silakan cek highlights instagram berjudul damianus ,2
mantabhakim adil berani mengambil keputusan ,2
bang lele ,0
nyangka kompor minyak tanah minyak tanah langka harganya mahal banget ,1
dude i really respect ,2
iya allah sekolah males malesan semangat banget belajar terbatas malu ,2
gandia lbh condongwkwkwkk ,0
nyanyi sumpah merindingmakasih orang ,2
aa guaa telatt ,1
jakarta keras beliau cengeng ,1
gubernur ny panggung masa2 pandemi inituh datanya dkiwkwkk ,0
doa ,2
thank iya kakak leo ,1
anak muda inspirasi anak anak ,2
proud of you le ,2
very inspiring leonardo edwin ,2
hajar buklo lbih mantap dedengkot ny dki ,0
dimedia dibales medi to hoalah sensi ,1
ayo drun seraang ,0
pemdanya update data rt rw perbaiki ,0
mampir pulau alor lelee ,1
bansos kjp pkh diurus usia berjuang smpe maut memanggil cair2 situasi bgni ,0
percaya buzer uang komentar negatif provokatif ,0
lalalalelelele ,1
untung orang jakarta ,0
terharu banget nontonnya ,1
kangen water punyanya libertus papanha leo ,2
anis gubernur risma mentri menerima bansos bansos kuropsi oknum partai penguasa ,1
