text,label
kasih ya lihat penduduk susah tambah sikap  polisi demo ppkm ,0
negara enak enak ,0
taruh biar ri susah malah mau terima atur ppkm warga ,0
dimana cermin negara warga  cari suaka negara negara  ,2
warga ribut demo orang kasih kasih makan enak kalau orang china ribut kerja dimana  ,2
waras china ,0
negara bikin ribut negara negara atasi pandemi klaster ,0
demo negara orang demo negara pemerintah OOV tanggal suaka negara cari  ,0
gemar akhlak kasih ,0
cepat pindah negara   ,0
negara ,0
pilih  negara penduduk negara negara  indonesia  ,2
bikin gaduh jelas rakyat hidup usaha ppkm tambah klaster ppkm level rakyat indonesia  ,0
negeri ulah profesional afghanistan rakyat afghanistan ,0
era masuk negeri cinta indonesia hati cari lindung hidup ya dunia  ,0
bikin ribut jalan kira  demo bikin turki ,0
kadang kasih ,0
gemar bikin rumit balik negara asal pontang panting cari anak ,0
gemar negara   OOV OOV warga negara OOV nanti negara  bos ,0
OOV OOV turun tangan urus OOV ,0
jelas asli orang indonesia ,0
OOV ulah cocok ya suaka ,0
bilang taliban beda masyarakat sampai indonesia ,0
pribumi ,0
gelantung monyet OOV tinggal tidak maju maju OOV negara OOV OOV onani lomba onani juara dunia ,0
orang pribumi lapar makan ,0
OOV ,0
orang suaka negara ,0
tolong negara orang bikin ribut ,0
taliban ,0
OOV turki keras OOV bilang turki lawan taliban ,0
keras tindak orang seperti tindak demo orang lokal langsung langsung ,0
hidup orang bikin gaduh ,0
mengaku bangsa orang masuk patuh atur kembali negara  ,0
ya kemarin bahas salah bahas taliban demo orang ,1
sadar negara orang onar ,0
masuk kesal tambah beban pemerintah negara susah hidup ,0
hajar afghanistan negara orang tembak ,0
rakyat indonesia bingung cari makan orang bikin ribut ,0
orang syukur kasih asal biar ,0
kalau bumi rakyat tanah air  ,0
negeri orang bikin onar tampung sisi kasih tolong pemerintah orang taliban  ,0
taliban tunggu ,0
taliban enak ungsi negara orang cari ,0
pantas orang ,0
negara cermin negara saudara  ,2
suaka demo penduduk indonesia suaka taliban ,0
asli rakyat indonesia belum makan makan ,0
negara  OOV   orang OOV demo ,0
negara turki tawa berita ,0
kalau tidak tidak ,0
masuk ppkm malah bikin malah bikin gaduh ,0
bikin negara orang  OOV lawan taliban ,0
demo tahun rusuh ,0
demo imigran ,0
mobil petugas ,0
negara saja hidup kerja  ,1
negara OOV ,0
OOV indonesia lawan taliban ,0
suruh pulang negara biar lawan taliban ,0
negara orang bikin onar heran manusia kenapa ya ,0
negara terima manusia agama ,0
terima rumah ,0
bawa ,0
OOV  negara  kirim negara  lawan taliban  ,0
warga negara rakyat susah ,0
lihat aparat coba mahasiswa pribumi demo langsung hajar air mata ,0
hajar ,0
ham indonesia ,0
mahasiswa mahasiswa jabar ,0
sakit minum diare sembuh mati ,0
negara sulit bikin bikin negara orang ,0
akhlak covid ,0
anggota taliban masuk ,0
negara taliban asli orang pribumi afghanistan negara taliban terima saudara prinsip ,1
kirim pulau ,0
gemar kasih polisi salah ham televisi indonesia biar  ,0
baku tembak bos kebal kena baku hantam ,0
taliban indonesia taliban ,0
pemerintah kembali negara ,0
allah indonesia selesai covid covid allah ri indonesia semoga semoga allah amin ,0
negara taliban fpi negara jamin hak pindah afghanistan ,0
negara demo sampai indonesia papua saja jawa ppkm ,1
cari suaka bikin ulah warga negara orang orang ,0
salah susah covid ,0
balik negara tujuan uang ongkos ,0
asal penduduk indonesia berani demo ,0
gilir wni cari uang wna ,0
orang asli indonesia susah pikir rakyat orang pribumi atur ,1
indonesia balik biar ,0
tidak ,0
ya OOV negara ricuh negara bahaya rakyat indonesia ,0
kapal suruh ,0
setuju untung  OOV urus ,0
OOV  ,0
asal indonesia beban ,0
gemar ,0
internasional ,1
negara orang malah gaduh ,0
contoh ,0
bubar bikin suaka rusak bikin demo ,0
biar atur ppkm ,0
china indonesia harga baju beli ,0
banget sikat OOV bikin OOV takut ham negara atur ,0
ambil anak pakistan negeri seperti ,0
tampung ,0
indonesia demo ,0
semangat semoga OOV ,0
kenapa ,0
bikin gaduh cari jangan indonesia balik  ,0
suruh negara bikin ,0
bingung negara terima indonesia bingung ,0
OOV bikin ribut ,0
indonesia negara bangsa sengsara ,1
berani demo saat pemerintah terap ppkm wni pribumi aparat indonesia tolong biar rakyat  ,0
negara negara negara ,0
bikin tambah enak demo bikin rata akhlak ,0
hati demo saat pandemi covid ,0
bikin bikin covid orang ,0
polisi bubar bikin ribut pandemi demo coba negara demo ,0
tangkap urus cinta ,0
makan OOV bangsa indonesia tolong rakyat susah susah negeri covid derita pemerintah ,0
tolong deportasi ,0
negeri susah ,0
berani ricuh  ,0
orang masuk indonesia masuk orang china indonesia ,1
rakyat orang susah kasih bikin onar ,0
kalau negara sopan kacau negara pikir kacau negara pulang negara ,1
kasih indonesia indonesia ,2
setuju penting negara ,0
gemar muak negara asal ,0
negara damai saudara terima jerit rakyat lawan pandemi tuntas biar makan OOV ,0
OOV ulah kembali kasih kendur manusia kasih masuk indonesia bikin ulah ,0
warga demo lindung angkut  ,0
kasih jera ,0
cocok ribut indonesia damai ,0
ya wna ajak demo ,0
pemerintah pintu rapat rapat indonesia bikin gaduh ,0
enak saja rakyat susah rumah ,0
gemar negara untuk negara masih tembak mati susah makan bikin ,0
pulang ,0
biar indonesia negara tolong indonesia ricuh negara ,0
masuk wni indonesia ,0
bikin negara ,0
kirim susah beban ,0
orang suaka bikin biar ,0
negara negeri orang bikin ribut ,0
tidak orang bikin ,0
serah rakyat biar cepat ,0
kaya OOV era presiden saya  lahir ya ,0
tangkap biar jera demo negara biar damai ,0
pulang pusing beban ,0
gemar wni gaduh ,0
susah pulang ,0
bikin gaduh deportasi gaduh ,0
agama atur berani lawan aparat ,0
deportasi negara ,0
tamu ,0
 orang dpr mpr pemerintah ,0
angkut bikin ribut ,0
perahu ,0
bawa bawa negara asal ,0
petugas ,0
aparat bikin ribut ,0
orang negeri orang pribumi jongos negeri indonesia  rakyat  lihat rakyat pribumi  ,0
OOV pemerintah OOV tampung wna ,0
kirim ,0
negara berani orang OOV ,0
 negara  tanah air  ,0
orang negara demo demo ilegal demo cepat pergi indonesia bikin ,0
 afghanistan ,0
orang negara ,0
negeri nilai nilai tali ,0
rata ,0
orang bikin ,2
indonesia terima orang orang ulah ,0
setuju hidup ,2
bikin gaduh orang pulang ,1
masuk ya ,1
indonesia ,1
tertib negara negara tertib ,2
suaka jalan rumah OOV pakai demo warga  ,2
OOV tepuk tangan lihat ,0
atur ayo ,0
ya negara ,0
OOV bikin indonesia ,0
OOV cari ,0
langgar ppkm ,0
calon bangsa bikin OOV ,0
demo negara orang ,0
bikin mau bikin deportasi ,0
afghanistan ,0
ribut negara bangsa ,0
gemar tidak ,0
bikin negara indonesia manusia ,0
tolong kasih ,2
gemar masuk urus orang ,0
tamu bikin ribut kira ribut ,0
prokes covid ,2
pulang pergi negara OOV masih bingung ,1
orang hidup negara saja negara OOV ,0
indonesia rakyat uang untuk bikin negara ,2
demo  ,0
manusia terima kasih ,0
china aman penduduk ,1
kalau saja negara OOV bikin ,1
pakai pakai ,0
tangkap indonesia ,0
kapal bawa pulau alih tujuan selesai ,0
demo tugas aparat lindung demo presiden bantu sembilan bahan pokok ,0
indonesia bikin ribut bikin ribut ya ,0
angkut orang orang bikin negara  ,0
hati jantung kirim saja indonesia hidup garis ,0
demo negara OOV ,0
pulang ,0
 ,0
dukung taliban lindung dukung taliban indonesia afghanistan ,0
deportasi ,0
wna masuk urus pemerintah ,0
gemar level ,0
salah pemerintah kontrol ,0
kasih OOV selesai ,0
demo atur ,0
cari suaka negeri orang sopan bikin onar ajar aparat keras ,0
orang lawan polisi negara indonesia ,0
gemar onar negara indonesia indonesia buka indonesia ,0
negara  manusia OOV tolong malah ,0
gemar indonesia ,0
rumah OOV ,0
nama masyarakat OOV allah cari selamat negara negara indonesia negara  ,2
 covid selesai bos ,0
salah demo ya ,0
situ biar taliban urus ,0
kasih kasih ongkos pulang ,0
pulang demo ,0
lawan ,0
gemar   ,1
naik laut lepas ,0
orang cari ,0
 bikin gaduh negeri orang ,0
wna ,0
covid ,0
OOV OOV ,0
saudi terima ,0
laut saudara ,0
 masuk pikir ,0
khianat bangsa muncul wna ,0
balik negara  selesai ,0
indonesia susah ,0
OOV ,0
rakyat ,0
contoh ppkm ya bos ,0
tangkap negara ,0
gilir orang china masuk indonesia diam ,0
negara indonesia ,0
pulang negara bikin ,0
gemar bawa masuk tanggung ,0
bikin ,0
susah negara ,0
OOV  ,0
OOV ,0
kasih bikin heboh  ajak tawuran mati OOV orang anak ,0
demo  demo ,0
pulang pulang pandemi ,0
biang provokasi polisi tangkap provokasi berani demo negara orang ,0
OOV OOV ricuh negara lawan aparat negeri ,0
bikin ribut OOV orang ,0
pulang saja paksa saja ,0
tidak pulang negara  ,0
terima orang kalau covid ,0
urus jual ,0
afghanistan OOV kroni afghanistan ,0
taruh papua masih ,0
enak taruh papua memang papua tanah rusak papua OOV ,0
OOV ,0
ya tanah orang papua tidak tampung rumah kamu ,0
OOV urus OOV ,0
ya tanah bangsa indonesia tanah orang urus ,2
habis ,1
tolong ,0
urus rakyat indonesia susah ,0
angkut  balik negara ,0
lihat covid ,0
tidur ,0
anak ular ular ,0
hilang hati orang hidup tangan spanduk uang spanduk  ,2
tular orang indonesia orang suka demo  tawa anjing ,0
orang usir indonesia parah ,0
kembali asal ,0
indonesia sopan sopan ya terima kasih ,2
indonesia selalu demo ,0
demo ,0
buka ,0
bikin ribut indonesia negara ,0
tampung OOV ,0
OOV OOV OOV ham ,0
gemar negara bikin negeri enak ,0
demo orang bagus kolam ,0
tidak negara negeri ,0
pikir negara ,0
OOV OOV masuk ,0
balik ,0
demo negara indonesia sikat ,0
demo OOV negara pakai untung kasih negara saja bayar negara kasih bikin ,0
polisi indonesia saudara demo ,0
negara calon rekrut pulang ,0
urus manusia coba saudara ,2
pulang negara asal biar nama ,0
terima bayar masuk ,0
warga negara manusia biar ,2
aparat  ,0
datang ,0
suruh rumah OOV kalla ,0
pulang asal bikin ,0
bendera  ,0
seperti demo indonesia ,0
masyarakat indonesia susah kali ,0
tidak masuk zaman pusing lihat  ,0
pola negara ,0
kirim negara bikin OOV ,0
balik adik ,0
kalla ,0
baku hantam orang ,0
negara aparat ,0
lucu lucu lucu ,0
gemar tali kibul ,0
syukur indonesia susah pulang warga masing hati jantung ,0
mati pulang makan susah utang situ utang karena karena ppkm ,0
kirim pulang nama datang biar ,0
semoga ungsi anggota ,0
polisi OOV bawa makan taliban ,0
negara indonesia covid ,0
orang suka bikin ,0
polisi indonesia ,1
tampung gaji ribu free rumah free ,0
hati hati indonesia taliban ,0
kasih ,0
cocok laut ,0
injak ,0
negara orang main pribumi pusing ajak agama enak jidat taliban OOV pulang ,0
tangkap tendang afghanistan biar taliban afghanistan negara ricuh negara orang terima kasih indonesia harus  ricuh negara  ,0
kali ,0
coba kasih keluarga salah rumah demo ,0
saudara ,0
laut negara orang atur ,0
rakyat susah ,0
atur indonesia negara manusia indonesia tujuan ,2
 demo ,0
sopan OOV hajar indonesia keras ,0
pemerintah ,0
pemerintah bikin pulau manusia negara terima ppkm  ,2
 taliban OOV ,0
tangkap ,0
negara pintu covid covid masuk negeri negeri masuk OOV tangkap deportasi ,0
indonesia indonesia pakai prosedur ,0
tangkap jangan ganggu ,0
selesai selesai tunggu pandemi demo orang pribumi pusing ,0
negara orang hidup ,0
manusia begitu OOV berani negara ,0
mantap angkut injak ,0
pulang ,0
ppkm rakyat indonesia sahaja orang sahaja warga anak anak anak bangsa anak ,0
untung bikin onar ,0
suaka layak OOV suaka ,0
kasih jokowi ,1
tembak orang ,0
negara kamu ,2
cocok ,0
 negara masuk negara bikin negara OOV   ganggu negara uang kuasa OOV ya jalan mulus ,0
bubar kalau bikin ,0
terima bos bos aku ,0
OOV OOV hilang demo indonesia OOV mantap mantap mantap pemerintah aku cinta ,0
pilih allah indonesia hancur indonesia ,2
taliban masuk ,0
berita berita taliban ,0
hajar kasih ya takut ,0
OOV warga pusing warga presiden  ,0
unjuk usaha enak banget ,0
orang kerja indonesia saudara indonesia susah OOV onar negara kerja ya  ,0
negara bikin indonesia ,0
OOV orang ,0
calon ,0
OOV ,0
polisi kembali afghanistan warga demo indonesia hak indonesia bikin ricuh  ,1
OOV  lawan aparat taliban warga negara OOV manusia ,0
sia ,0
pulang  ,0
hak pemerintah bunuh ,0
sikat ,0
warga indonesia kepala  ,0
biang kerok muncul taliban ,0
polisi indonesia lawan ,0
produk negeri ,2
sopan  demo negeri OOV ,0
bodoh kamu agama agama pergi ,0
bawa masuk indonesia kaum negeri ,0
nama saudara ,0
tangkap bikin gaduh ,0
kirim pulang pakistan biar ,0
ayo warga ,0
banget ,1
negeri negara  indonesia ,0
kembali ,0
hati hati susup taliban suaka indonesia zaman ya ,0
demo situ ,0
covid tawa ,0
masuk ,0
wni ,0
tangkap polisi ,0
bikin demo ,0
asal ,0
negeri bikin hidup negeri orang atur pemerintah indonesia ribut negara orang bikin pulang saja  ,0
warga afghanistan cari suaka indonesia demo beban berat pemerintah  ,0
 ,0
OOV ,0
calon negara ,0
datang ajar hidup ,0
orang taliban mati jajah jajah suaka negara kaum alias abu abu terima warga negara  ,0
tembak makmur taliban rakyat cari suaka negara waras taliban agama ,0
bikin ribut lebih biar taliban ,0
manusia ,0
ajar orang imigran tampung bikin gaduh  ,0
bikin orang ,0
OOV ,1
kasih ,1
negara orang ,0
langsung usir OOV ,0
bangsa cepat ambil pemerintah ,2
gemar masuk terima sopan cari  ,1
kembali  biar OOV teror masyarakat kasih terima kasih ,1
hati hati ,1
bikin gaduh ,1
pakai air mata OOV ,0
afghanistan indonesia ,1
suaka indonesia indonesia suaka status suaka butuh  ,1
urus negara ,1
teror negara pemerintah negara ,1
pulau biar hidup ,1
china fasilitas china OOV masuk layak ,0
lihat china karyawan orang china ,0
china china orang china ,0
tulang ,0
beli china ,0
beda banget kacau  ,1
OOV ,1
ya maaf china ,0
orang waras lebih orang ,0
china orang kerja orang china indonesia pulang indonesia prestasi nama  ,2
OOV belajar ya ,1
OOV suka besar ,0
jawa jawa OOV OOV ,0
selamat negeri orang orang bawa orang orang daerah aman ,2
monyet gelantung OOV tinggal onani OOV negara domba OOV OOV onani juara dunia ,0
data saudara jiwa ,0
OOV saudara dpr  tonton saudara ,1
 china rata china ekonomi karyawan orang china china juang pakai ,0
kamu zaman ,1
orang rumah ,1
ya china bawa uang ,1
fungsi ,1
ya beda sama indonesia lapangan kerja  orang china  sama  ,0
OOV bodoh menteri OOV bodoh tidak OOV tidak ,1
OOV menteri tidak OOV OOV ya ,1
ya ulang orang watak  negara rawan risiko susup negara negara  ,0
afghanistan indonesia warga afghanistan indonesia rakyat ,1
pekanbaru riau penduduk  ,1
kasih ,1
negara indonesia atur indonesia ,1
lawan kasih indonesia ,2
tidak suka suka isu ,2
OOV sakit ,1
transportasi pahlawan hancur bayar harga mati semangat ,2
OOV anak  bayar memang negara ,0
urus pakai panser ,1
pakai panser harga ,1
penduduk kalangan kalangan masyarakat negeri ,2
takut tahu OOV ,0
gemar berat hati mengaku ,0
kena hati ,1
terimakasih anies stasiun cawang integrasi stasiun cawang integrasi transjakarta transjakarta jalan ,2
  bangun biar bangun  sia sia ,2
laksana ,1
jokowi integrasi anies pemimpin indonesia ,2
anies ,2
covid pakai transportasi ,1
ya sehat ya ,1
jokowi bangun ,1
jokowi gubernur dki ,1
berani ,0
bayar  ya maaf ,1
terima kasih harap orang indonesia terima kasih harap ,2
masya allah ,2
terima kasih anies kerja pemimpin indonesia jawa  ,2
kasih transjakarta masyarakat nama orang penting transjakarta tidak tidak  ,1
bikin atur anies anies tawa ikut  ikut pemerintah ,1
gemar berat sabar penting covid covid patuh atur ,1
indah nikmat integrasi stasiun rawa terminal rawa stasiun terminal ,2
subhanallah OOV baik ,2
gubernur anies baswedan semoga keluarga lindung allah ya robbal ,2
amin ,1
mantap lanjut allah ,2
gemar anak ,1
zaman ,1
gemar berat ya  anies ,1
anak seperti ya ,1
gemar berat ya ,1
nama pemimpin semoga anies selamat kota depan nama indonesia ,2
sejarah gubernur ,1
maju kota mantap presiden ,2
kemarin lihat langsung banget ,2
selesai ya terima kasih anies tim stasiun integrasi OOV pandemi hati OOV anak suka  ,2
usul halte transjakarta transjakarta pancur sisi arah halte transjakarta  flyover persis halte transjakarta pancur sisi arah halte flyover bikin  ,2
semoga sehat ya presiden pakai rakyat engkau negeri prestasi saja ,2
mashaallah indah kota ,2
kotor kotor ,2
pemimpin ,2
stasiun integrasi moda maju transportasi ,2
gemar gubernur warga ,2
generasi muda depan ,2
sabar ,2
kali bagus usul anies ,2
nikmat gubernur sehat keluarga ,2
OOV ri semoga allah senantiasa lindung keluarga ,2
tolong moda transjakarta ,2
maju kota terima kasih ,2
orang kinerja  seperti ,1
mantap OOV baik indonesia ,2
mantap calon presiden ,2
moda transportasi ,2
banget lihat  indah ,2
mashaallah negeri dki transportasi integrasi mantap semoga allah senantiasa urus ,2
amin amin ,2
kopi ,1
pamer pamer ,1
besi ,1
kena harap berkah OOV ,2
terimakasih ,2
semoga sehat ,2
mashaallah semoga berkah maju doa pemerintah daerah dki ,2
gubernur rakyat semoga amanah jabat presiden biar sehat sehat anies amin ,2
anies OOV ri ,2
pemimpin pemimpin indonesia pandai tata pandai tata ,2
negeri berani  pemimpin  ,1
suka anies banget ,1
semoga ,2
ayo bantu beliau doa ,2
allah gemar gubernur dki OOV mundur ,1
gemar berat ayo cari ,1
kerja  anies semoga OOV masyarakat hidup negeri ,2
sadar pemimpin dan rakyat dan kelompok ,2
subhanallah indah semoga allah jaga pemimpin negeri obat indonesia presiden indonesia ,2
amin ya rabbal amin ,2
gemar berat amin ,2
semoga ya amanah biar  ,2
transportasi lebih pakai transportasi transportasi ,2
seperti layak kota OOV kerja ,2
kinerja rakyat ,1
sertifikat vaksin anak vaksin tanggal fatmawati sertifikat vaksin tanggal  ,1
  banget pandemi ya ,1
selesai tolong anies OOV ,2
level presiden bagus ,1
semoga stasiun stasiun halte pindah moda transportasi ,2
muda kerja ,1
daerah situ situ stasiun pikir ppkm selesai ya ,1
gemar berat keren OOV tujuan indonesia OOV mantap ,2
kota mantap ,2
gemar sabar  seperti bagus foto foto ,1
masuk fatmawati turun lantai lantai ,1
halte  ,1
jalan sehat ,1
berat ri bijak pergub sertifikat vaksin situ kecewa banget pergub kaya  ,1
anies ,1
OOV bagus pusat terima kasih ,1
buka buka ya ,1
negeri ,1
internasional pemerintah daerah  ,1
coba OOV halte mayestik turun  ,1
 OOV baik baswedan ,2
stasiun integrasi ,2
OOV setuju ,2
sehat sehat ,2
 dunia ,2
anies daerah OOV ,2
kira kota  bagus ,1
saya OOV  asli banget OOV  asli banget ,1
gemar berat  OOV ,1
gemar berat ya  ,1
OOV saya kerja bilang bawa jual OOV  semoga ,2
gemar berat semoga ya amin ,2
amin ya robbal amin ,2
bangga orang kota  cantik maju indah ,2
umur hidup panjang OOV cakra laras wahana ,1
panjang OOV cakra laras wahana ,1
anies bagus nama saja ,2
terimakasih OOV gubernur indonesia ,2
OOV baik ,2
mantap ,2
zaman turun anak muda coba lihat orang ,1
anak OOV ,1
stasiun transjakarta OOV azhar stasiun OOV azhar ,1
uang orang pinggir jalan makan beli orang kerja  ,1
serius kira hilang keren masya allah ,2
layak gubernur ,2
foto ppkm coba normal kaya ,1
semoga allah senantiasa amin ,2
amin ya ,2
tangan anies indonesia anies ,2
 mundur layak gubernur  ,0
jabat ,1
semoga kota biar indah ,1
gemar berat banget anies ,2
pak calon pemimpin semoga kerja gubernur ,2
masya OOV persis semoga anies selalu tugas semoga sukses ,2
kerja ,2
sehat presiden indonesia anies ,2
kecewa banget fans banget perundungan saudara sukses anies tetapi kecewa bijak belajar ancam guru vaksin padahal anak  ,1
OOV OOV keterangan anak OOV OOV memang OOV ,1
berani  rumah pakai vaksin padahal sakit    ,1
OOV OOV pakai sertifikat keterangan vaksin keterangan anak OOV ,1
lihat anies perundungan fans anies tetapi bijak anies kali ,1
OOV OOV OOV ,1
lapangan beda lurah pakai kartu vaksin OOV ambil miris janda  kasih makan ambil kartu  ,1
OOV OOV lapangan bantu pakai kartu vaksin ,1
berani  pusat bukti ,1
ya sekolah vaksin sakit ancam  belajar  bijak  ,1
ya warga tim sukses anies anies OOV gubernur ,1
bilang sekolah erti bawa keterangan OOV memang OOV ambil bukti anak sekolah dimana ,1
ya warga tim sukses anies OOV beliau OOV anies pemilihan kepala daerah ya orang ,1
ya asli beliau hati  amanah OOV ,1
 jangan bukti ,1
ya semoga beliau erti warga masyarakat  banget warga  masyarakat beda beda bijak  ,1
beliau beliau masyarakat  ,1
ya lihat anies erti masyarakat anies OOV warga semoga anies amanah dan ,1
sekolah buka vaksin ,1
buka covid hilang vaksin covid ya kasih ,2
ya kasih atur ,1
semoga ppkm biar ,2
OOV fasilitas transportasi mobil  pergi pulang ,1
mashaallah keras kerja kerja tuntas kerja ,2
uang masuk  biar jalan  ,1
OOV OOV ,2
stasiun kakak ,1
terimakasih anies ,2
sadar anies gubernur halte pakai anies gubernur ,2
mantap anies polisi tolong ganti ,2
pemerintah daerah peduli kerja kerja ,1
aparat manusia normal cari cari uang ,1
salah transportasi ,2
gemar kendaraan kendaraan ,1
mantap kerja ,2
OOV cakra laras wahana ,1
banget anies saya allah kota dunia ,2
mantap ya ,2
OOV air dki biar air masuk tanah ,1
ya bagus ,1
fasilitas transportasi ,2
mashaallah ,2
keren enak ,2
dki ,1
es tidak ,1
situ bikin seperti ,1
gubernur beliau ,2
terimakasih gubernur OOV nama  ,2
terima kasih ,2
maju kota terima kasih gubernur tim ,2
gubernur ya ,0
serius kira ,2
ayo ayo turun ,1
kira gubernur ,2
masuk berita ,1
gubernur ,2
pemimpin dana suruh anies ,1
kota anies indah semoga beliau sehat lindung allah amin amin ya allah ,2
halte mayestik muda sanggup OOV  ,1
transportasi transjakarta terimakasih pemerintah dki ppkm vaksin ,1
cantik kota OOV covid barakallah anies ,2
mantap keren cantik bangga bangun anak negeri pemerintah dki ,2
OOV presiden negara internasional negara ,1
subhanallah beliau indonesia anies ,2
allah  ,2
anies ayo indah maju maju dunia jabat biar presiden indonesia amin ,2
penduduk dki warga negara  ,1
kota kaum kaum rakyat susah negara ,1
covid anies semoga allah amin amin ,2
mashaallah karya indonesia ,2
warga bangga anies pandai tata kota ,2
mashaallah dki ,2
kerja pakai visi ya visi ,1
pak terima kasih integrasi  ,2
pak  ,2
anies barakallah ,2
selesai ,2
aman tangan  ,2
transjakarta ,1
indah ,1
gaji OOV bayar ,0
gemar ya ,1
tunggu ,0
OOV ya ,1
kota rakyat gubernur  ,2
allah anies semoga sehat karya ,2
bagus OOV bagus OOV ,2
langsung lihat berita ,0
jawa butuh ,1
gemar berat keren kali situ bilang banget halte berat orang transjakarta halte OOV ,2
indah terimakasih anies kerja keras ,2
gemar  anies ,1
mashaallah ,2
sukses selalu ri ,2
keren ya ,2
terimakasih presiden aku allah ,2
keren ,2
agustus bikin lomba lomba tahan ,0
menang vaksin ,1
maling ayam habis maling ,1
susah keras kepala ,0
OOV OOV lomba ,1
OOV ,1
contoh warga atur ,1
lomba makan ,1
anjing ,0
OOV atur ya atur buat rakyat hilang ,1
lomba lapar menang vaksin mati ,0
OOV masyarakat patuh OOV orang masyarakat ,1
OOV semangat ,1
OOV bego pelihara kambing pelihara gemuk ,0
tangan ya cari makan ,0
sabar kaya ekonomi  kena keluarga kena covid orang untung sabar ,1
panjang ribu biar ,0
ya malas kerja pilih pilih gilir suruh susah otak ,1
lomba lapar ,1
polisi anjing ,1
OOV bilang malas lihat lamar kerja dimana lamar malas   coba OOV ,1
OOV atur ,1
OOV ya kerja uang OOV ya OOV cicil OOV ya ,1
rakyat bikin atur rakyat enak ,1
main ,1
OOV tahan hidup ,1
pak ,0
pak pikir kantong OOV pintar pak ,1
OOV kamu ,1
OOV patuh lapar tanggung ,1
allah menang menang ya ,1
OOV OOV es kakak ,1
OOV pintar suruh malas suka komplain komplain otak pakai ,1
OOV cari kasih keluarga uang haram ,0
orang orang malas ,1
lomba ,1
jokowi habis ,1
ya uang ,1
menang palang ,1
